# instance	turn-cost	dist-cost	CC-or-T	ObjValue	Runtime(ms)
geom_100_0	1	0	CC	49.0967	899826
geom_100_1	1	0	CC	-	-
geom_100_2	1	0	CC	-	-
geom_100_3	1	0	CC	-	-
geom_100_4	1	0	CC	-	-
geom_100_5	1	0	CC	-	-
geom_100_6	1	0	CC	-	-
geom_100_7	1	0	CC	-	-
geom_100_8	1	0	CC	-	-
geom_100_9	1	0	CC	-	-
geom_150_0	1	0	CC	-	-
geom_150_1	1	0	CC	70.6129	900058
geom_150_2	1	0	CC	71.1098	900167
geom_150_3	1	0	CC	-	-
geom_150_4	1	0	CC	-	-
geom_150_5	1	0	CC	-	-
geom_150_6	1	0	CC	-	-
geom_150_7	1	0	CC	-	-
geom_150_8	1	0	CC	-	-
geom_150_9	1	0	CC	-	-
geom_200_0	1	0	CC	-	-
geom_200_1	1	0	CC	-	-
geom_200_2	1	0	CC	86.0214	899962
geom_200_3	1	0	CC	-	-
geom_200_4	1	0	CC	350.107	900563
geom_200_5	1	0	CC	-	-
geom_200_6	1	0	CC	-	-
geom_200_7	1	0	CC	84.7494	900332
geom_200_8	1	0	CC	-	-
geom_200_9	1	0	CC	-	-
geom_250_0	1	0	CC	-	-
geom_250_1	1	0	CC	598.488	900294
geom_250_2	1	0	CC	-	-
geom_250_3	1	0	CC	555.739	900292
geom_250_4	1	0	CC	-	-
geom_250_5	1	0	CC	567.176	900255
geom_250_6	1	0	CC	-	-
geom_250_7	1	0	CC	715.765	900322
geom_250_8	1	0	CC	-	-
geom_250_9	1	0	CC	-	-
geom_300_0	1	0	CC	-	-
geom_300_1	1	0	CC	-	-
geom_300_2	1	0	CC	-	-
geom_300_3	1	0	CC	-	-
geom_300_4	1	0	CC	-	-
geom_300_5	1	0	CC	-	-
geom_300_6	1	0	CC	-	-
geom_300_7	1	0	CC	-	-
geom_300_8	1	0	CC	-	-
geom_300_9	1	0	CC	-	-
geom_350_0	1	0	CC	-	-
geom_350_1	1	0	CC	1010.82	900869
geom_350_2	1	0	CC	-	-
geom_350_3	1	0	CC	-	-
geom_350_4	1	0	CC	988.738	900736
geom_350_5	1	0	CC	-	-
geom_350_6	1	0	CC	-	-
geom_350_7	1	0	CC	-	-
geom_350_8	1	0	CC	846.035	900640
geom_350_9	1	0	CC	-	-
geom_50_0	1	0	CC	32.0136	23393
geom_50_1	1	0	CC	31.0179	18452
geom_50_2	1	0	CC	30.5016	16330
geom_50_3	1	0	CC	32.2434	31312
geom_50_4	1	0	CC	30.8415	18557
geom_50_5	1	0	CC	31.6397	10668
geom_50_6	1	0	CC	29.8746	26890
geom_50_7	1	0	CC	32.6476	16177
geom_50_8	1	0	CC	30.8759	30545
geom_50_9	1	0	CC	32.141	51518
geom_50_0	1	0	T	32.0136	29859
geom_50_1	1	0	T	31.0179	18497
geom_50_2	1	0	T	30.5712	48131
geom_50_3	1	0	T	32.3355	129500
geom_50_4	1	0	T	30.8527	43865
geom_50_5	1	0	T	31.6397	7838
geom_50_6	1	0	T	29.8746	42011
geom_50_7	1	0	T	32.6476	38244
geom_50_8	1	0	T	31.0903	67231
geom_50_9	1	0	T	32.141	47617
geom_100_0	1	0	T	-	-
geom_100_1	1	0	T	-	-
geom_100_2	1	0	T	49.7058	899560
geom_100_3	1	0	T	-	-
geom_100_4	1	0	T	-	-
geom_100_5	1	0	T	-	-
geom_100_6	1	0	T	-	-
geom_100_7	1	0	T	-	-
geom_100_8	1	0	T	-	-
geom_100_9	1	0	T	-	-
geom_150_0	1	0	T	-	-
geom_150_1	1	0	T	-	-
geom_150_2	1	0	T	-	-
geom_150_3	1	0	T	-	-
geom_150_4	1	0	T	-	-
geom_150_5	1	0	T	-	-
geom_150_6	1	0	T	-	-
geom_150_7	1	0	T	-	-
geom_150_8	1	0	T	-	-
geom_150_9	1	0	T	-	-
geom_200_0	1	0	T	-	-
geom_200_1	1	0	T	-	-
geom_200_2	1	0	T	-	-
geom_200_3	1	0	T	-	-
geom_200_4	1	0	T	-	-
geom_200_5	1	0	T	-	-
geom_200_6	1	0	T	-	-
geom_200_7	1	0	T	-	-
geom_200_8	1	0	T	-	-
geom_200_9	1	0	T	-	-
geom_250_0	1	0	T	-	-
geom_250_1	1	0	T	-	-
geom_250_2	1	0	T	-	-
geom_250_3	1	0	T	-	-
geom_250_4	1	0	T	-	-
geom_250_5	1	0	T	-	-
geom_250_6	1	0	T	-	-
geom_250_7	1	0	T	-	-
geom_250_8	1	0	T	-	-
geom_250_9	1	0	T	-	-
geom_300_0	1	0	T	-	-
geom_300_1	1	0	T	-	-
geom_300_2	1	0	T	-	-
geom_300_3	1	0	T	-	-
geom_300_4	1	0	T	-	-
geom_300_5	1	0	T	-	-
geom_300_6	1	0	T	-	-
geom_300_7	1	0	T	-	-
geom_300_8	1	0	T	-	-
geom_300_9	1	0	T	-	-
geom_350_0	1	0	T	-	-
geom_350_1	1	0	T	-	-
geom_350_2	1	0	T	-	-
geom_350_3	1	0	T	-	-
geom_350_4	1	0	T	-	-
geom_350_5	1	0	T	-	-
geom_350_6	1	0	T	-	-
geom_350_7	1	0	T	-	-
geom_350_8	1	0	T	-	-
geom_350_9	1	0	T	-	-
