# instance	turn-cost	dist-cost	CC-or-T	ObjValue	Runtime(ms)
geom_100_3	1	0	CC	61.1189	20864
geom_100_4	1	0	CC	57.1469	1876
geom_100_5	1	0	CC	60.4877	10306
geom_100_6	1	0	CC	60.48	5191
geom_100_7	1	0	CC	58.8123	2580
geom_100_8	1	0	CC	59.2372	7055
geom_100_9	1	0	CC	58.1826	6995
geom_150_0	1	0	CC	78.9174	87883
geom_150_1	1	0	CC	77.359	85247
geom_150_2	1	0	CC	81.3432	54510
geom_150_3	1	0	CC	79.8914	71521
geom_150_4	1	0	CC	77.9627	64045
geom_150_5	1	0	CC	74.7749	55303
geom_150_6	1	0	CC	76.3124	51024
geom_150_7	1	0	CC	79.2993	60785
geom_150_8	1	0	CC	78.0511	50274
geom_150_9	1	0	CC	75.6729	41221
geom_200_0	1	0	CC	92.5824	157354
geom_200_1	1	0	CC	94.4491	209951
geom_200_2	1	0	CC	94.2882	244692
geom_200_3	1	0	CC	94.5892	899850
geom_200_4	1	0	CC	93.5457	731362
geom_200_5	1	0	CC	94.705	217590
geom_200_6	1	0	CC	95.988	186185
geom_200_7	1	0	CC	92.8121	137121
geom_200_8	1	0	CC	93.2728	254024
geom_200_9	1	0	CC	95.7513	19295
geom_250_0	1	0	CC	-	-
geom_250_1	1	0	CC	-	-
geom_250_2	1	0	CC	112.017	563974
geom_250_3	1	0	CC	108.75	481332
geom_250_4	1	0	CC	106.222	305856
geom_250_5	1	0	CC	109.928	276980
geom_250_6	1	0	CC	105.918	591934
geom_250_7	1	0	CC	113.632	423015
geom_250_8	1	0	CC	-	-
geom_250_9	1	0	CC	-	-
geom_300_0	1	0	CC	131.17	900035
geom_300_1	1	0	CC	-	-
geom_300_2	1	0	CC	130.466	578983
geom_300_3	1	0	CC	127.712	900097
geom_300_4	1	0	CC	-	-
geom_300_5	1	0	CC	131.416	900255
geom_300_6	1	0	CC	-	-
geom_300_7	1	0	CC	124.806	861020
geom_300_8	1	0	CC	-	-
geom_300_9	1	0	CC	-	-
geom_350_0	1	0	CC	-	-
geom_350_1	1	0	CC	-	-
geom_350_2	1	0	CC	-	-
geom_350_3	1	0	CC	-	-
geom_350_4	1	0	CC	-	-
geom_350_5	1	0	CC	-	-
geom_350_6	1	0	CC	-	-
geom_350_7	1	0	CC	-	-
geom_350_8	1	0	CC	-	-
geom_350_9	1	0	CC	-	-
geom_400_0	1	0	CC	-	-
geom_400_1	1	0	CC	165.63	900491
geom_400_2	1	0	CC	-	-
geom_400_3	1	0	CC	-	-
geom_400_4	1	0	CC	-	-
geom_400_5	1	0	CC	-	-
geom_400_6	1	0	CC	-	-
geom_400_7	1	0	CC	-	-
geom_400_8	1	0	CC	-	-
geom_400_9	1	0	CC	-	-
geom_450_0	1	0	CC	-	-
geom_450_1	1	0	CC	-	-
geom_450_2	1	0	CC	-	-
